Normal_Test1_1573.png,1.0,-13.119,7.29,-5.575,0.0,0.0,0.0,0.0
Normal_Test1_1575.png,1.0,-13.119,7.29,-6.1,0.0,0.0,0.0,0.0
Normal_Test1_1577.png,1.0,-13.119,7.29,-6.617,0.0,0.0,0.0,0.0
Normal_Test1_1579.png,1.0,-13.119,7.29,-7.22,0.0,0.0,0.0,0.0
Normal_Test1_1581.png,1.0,-13.119,7.29,-7.68,0.0,0.0,0.0,0.0
Normal_Test1_1583.png,1.0,-13.119,7.29,-8.688,0.0,0.0,0.0,0.0
Normal_Test1_1585.png,1.0,-13.119,7.29,-9.593,0.0,0.0,0.0,0.0
Normal_Test1_1587.png,1.0,-13.119,7.29,-8.84,0.0,0.0,0.0,0.0
Normal_Test1_1589.png,1.0,-13.119,7.29,-8.931,0.0,0.0,0.0,0.0
Normal_Test1_1591.png,1.0,-13.119,7.29,-7.234,0.0,0.0,0.0,0.0
Normal_Test1_1593.png,1.0,-13.119,7.29,-5.921,0.0,0.0,0.0,0.0
Normal_Test1_1595.png,1.0,-13.119,7.29,-5.087,0.0,0.0,0.0,0.0
Normal_Test1_1597.png,1.0,-13.119,7.29,-4.324,0.0,0.0,0.0,0.0
Normal_Test1_1599.png,1.0,-13.119,7.29,-4.182,0.0,0.0,0.0,0.0
Normal_Test1_1601.png,1.0,-13.119,7.29,-3.331,0.0,0.0,0.0,0.0
Normal_Test1_1603.png,1.0,-13.119,7.29,-3.403,0.0,0.0,0.0,0.0
Normal_Test1_1605.png,1.0,-13.119,7.29,-2.611,0.0,0.0,0.0,0.0
Normal_Test1_1607.png,1.0,-13.119,7.29,-2.853,0.0,0.0,0.0,0.0
Normal_Test1_1609.png,1.0,-13.119,7.29,-1.992,0.0,0.0,0.0,0.0
Normal_Test1_1611.png,1.0,-13.119,7.29,-1.885,0.0,0.0,0.0,0.0
Normal_Test1_1613.png,1.0,-13.119,7.29,-1.783,0.0,0.0,0.0,0.0
Normal_Test1_1615.png,1.0,-13.119,7.29,-1.131,0.0,0.0,0.0,0.0
Normal_Test1_1617.png,1.0,-13.119,7.29,-0.723,0.0,0.0,0.0,0.0
Normal_Test1_1619.png,1.0,-13.119,7.29,-0.969,0.0,0.0,0.0,0.0
Normal_Test1_1621.png,1.0,-13.119,7.29,-0.558,0.0,0.0,0.0,0.0
Normal_Test1_1623.png,1.0,-13.119,7.29,-0.489,0.0,0.0,0.0,0.0
Normal_Test1_1625.png,1.0,-13.119,7.29,-0.412,0.0,0.0,0.0,0.0
Normal_Test1_1627.png,1.0,-13.119,7.29,-0.387,0.0,0.0,0.0,0.0
Normal_Test1_1629.png,1.0,-13.119,7.29,0.265,0.0,0.0,0.0,0.0
Normal_Test1_1631.png,1.0,-13.119,7.29,0.071,0.0,0.0,0.0,0.0
Normal_Test1_1633.png,1.0,-13.119,7.29,0.095,0.0,0.0,0.0,0.0
Normal_Test1_1635.png,1.0,-13.119,7.29,0.11,0.0,0.0,0.0,0.0
Normal_Test1_1637.png,1.0,-13.119,7.29,0.21,0.0,0.0,0.0,0.0
Normal_Test1_1639.png,1.0,-0.174,-0.984,-0.099,0.0,0.0,0.0,0.0
Normal_Test1_1641.png,1.0,-0.174,-0.984,-0.183,0.0,0.0,0.0,0.0
Normal_Test1_1643.png,1.0,-0.174,-0.984,0.199,0.0,0.0,0.0,0.0
Normal_Test1_1645.png,1.0,-0.174,-0.984,0.207,0.0,0.0,0.0,0.0
Normal_Test1_1647.png,1.0,-0.174,-0.984,0.054,0.0,0.0,0.0,0.0
Normal_Test1_1649.png,1.0,-0.174,-0.984,-0.149,0.0,0.0,0.0,0.0
Normal_Test1_1651.png,1.0,-0.174,-0.984,-0.12,0.0,0.0,0.0,0.0
Normal_Test1_1653.png,1.0,-0.174,-0.984,-0.89,0.0,0.0,0.0,0.0
Normal_Test1_1655.png,1.0,-0.174,-0.984,-0.86,0.0,0.0,0.0,0.0
Normal_Test1_1657.png,1.0,-0.174,-0.984,-1.327,0.0,0.0,0.0,0.0
Normal_Test1_1659.png,1.0,-0.174,-0.984,-1.031,0.0,0.0,0.0,0.0
Normal_Test1_1661.png,1.0,-0.174,-0.984,-1.463,0.0,0.0,0.0,0.0
Normal_Test1_1663.png,1.0,-0.174,-0.984,-1.458,0.0,0.0,0.0,0.0
Normal_Test1_1665.png,1.0,-0.174,-0.984,-1.837,0.0,0.0,0.0,0.0
Normal_Test1_1667.png,1.0,-0.174,-0.984,-2.187,0.0,0.0,0.0,0.0
Normal_Test1_1669.png,1.0,-0.174,-0.984,-2.432,0.0,0.0,0.0,0.0
Normal_Test1_1671.png,1.0,-0.174,-0.984,-2.548,0.0,0.0,0.0,0.0
Normal_Test1_1673.png,1.0,-0.174,-0.984,-2.846,0.0,0.0,0.0,0.0
Normal_Test1_1675.png,1.0,-0.174,-0.984,-3.519,0.0,0.0,0.0,0.0
Normal_Test1_1677.png,1.0,-0.174,-0.984,-3.844,0.0,0.0,0.0,0.0
Normal_Test1_1679.png,1.0,-0.174,-0.984,-4.006,0.0,0.0,0.0,0.0
Normal_Test1_1681.png,1.0,-0.174,-0.984,-4.375,0.0,0.0,0.0,0.0
Normal_Test1_1683.png,1.0,-0.174,-0.984,-4.752,0.0,0.0,0.0,0.0
Normal_Test1_1685.png,1.0,-0.174,-0.984,-5.52,0.0,0.0,0.0,0.0
Normal_Test1_1687.png,1.0,-0.174,-0.984,-5.953,0.0,0.0,0.0,0.0
Normal_Test1_1689.png,1.0,-0.174,-0.984,-6.206,0.0,0.0,0.0,0.0
Normal_Test1_1691.png,1.0,-0.174,-0.984,-7.181,0.0,0.0,0.0,0.0
Normal_Test1_1693.png,1.0,-0.174,-0.984,-7.329,0.0,0.0,0.0,0.0
Normal_Test1_1695.png,1.0,-0.174,-0.984,-6.715,0.0,0.0,0.0,0.0
Normal_Test1_1697.png,1.0,-0.174,-0.984,-6.054,0.0,0.0,0.0,0.0
Normal_Test1_1699.png,1.0,-0.174,-0.984,-4.967,0.0,0.0,0.0,0.0
Normal_Test1_1701.png,1.0,-0.174,-0.984,-4.206,0.0,0.0,0.0,0.0
Normal_Test1_1703.png,1.0,-0.174,-0.984,-4.126,0.0,0.0,0.0,0.0
Normal_Test1_1705.png,1.0,-0.174,-0.984,-3.407,0.0,0.0,0.0,0.0
Normal_Test1_1707.png,1.0,-0.174,-0.984,-3.144,0.0,0.0,0.0,0.0
